"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"08/07/2017 02:00 - 08/07/2017 03:00","BZN|SE4","1678.00","1702.00"
"08/07/2017 03:00 - 08/07/2017 04:00","BZN|SE4","1632.00","1673.00"
"08/07/2017 04:00 - 08/07/2017 05:00","BZN|SE4","1612.00","1615.00"
"08/07/2017 05:00 - 08/07/2017 06:00","BZN|SE4","1587.00","1588.00"
"08/07/2017 06:00 - 08/07/2017 07:00","BZN|SE4","1602.00","1654.00"
"08/07/2017 07:00 - 08/07/2017 08:00","BZN|SE4","1751.00","1786.00"
"08/07/2017 08:00 - 08/07/2017 09:00","BZN|SE4","1984.00","1960.00"
"08/07/2017 09:00 - 08/07/2017 10:00","BZN|SE4","2136.00","2102.00"
"08/07/2017 10:00 - 08/07/2017 11:00","BZN|SE4","2187.00","2207.00"
"08/07/2017 11:00 - 08/07/2017 12:00","BZN|SE4","2212.00","2243.00"
"08/07/2017 12:00 - 08/07/2017 13:00","BZN|SE4","2192.00","2219.00"
"08/07/2017 13:00 - 08/07/2017 14:00","BZN|SE4","2141.00","2206.00"
"08/07/2017 14:00 - 08/07/2017 15:00","BZN|SE4","2092.00","2158.00"
"08/07/2017 15:00 - 08/07/2017 16:00","BZN|SE4","2085.00","2116.00"
"08/07/2017 16:00 - 08/07/2017 17:00","BZN|SE4","2099.00","2107.00"
"08/07/2017 17:00 - 08/07/2017 18:00","BZN|SE4","2077.00","2123.00"
"08/07/2017 18:00 - 08/07/2017 19:00","BZN|SE4","2011.00","2123.00"
"08/07/2017 19:00 - 08/07/2017 20:00","BZN|SE4","1999.00","2079.00"
"08/07/2017 20:00 - 08/07/2017 21:00","BZN|SE4","2007.00","2029.00"
"08/07/2017 21:00 - 08/07/2017 22:00","BZN|SE4","1922.00","1999.00"
"08/07/2017 22:00 - 08/07/2017 23:00","BZN|SE4","1896.00","2002.00"
"08/07/2017 23:00 - 09/07/2017 00:00","BZN|SE4","1819.00","1920.00"
"09/07/2017 00:00 - 09/07/2017 01:00","BZN|SE4","1753.00","1792.00"
"09/07/2017 01:00 - 09/07/2017 02:00","BZN|SE4","1705.00","1706.00"
"09/07/2017 02:00 - 09/07/2017 03:00","BZN|SE4","1663.00","1663.00"
"09/07/2017 03:00 - 09/07/2017 04:00","BZN|SE4","1588.00","1638.00"
"09/07/2017 04:00 - 09/07/2017 05:00","BZN|SE4","1511.00","1591.00"
"09/07/2017 05:00 - 09/07/2017 06:00","BZN|SE4","1481.00","1559.00"
"09/07/2017 06:00 - 09/07/2017 07:00","BZN|SE4","1581.00","1605.00"
"09/07/2017 07:00 - 09/07/2017 08:00","BZN|SE4","1681.00","1714.00"
"09/07/2017 08:00 - 09/07/2017 09:00","BZN|SE4","1831.00","1868.00"
"09/07/2017 09:00 - 09/07/2017 10:00","BZN|SE4","2007.00","2007.00"
"09/07/2017 10:00 - 09/07/2017 11:00","BZN|SE4","2098.00","2115.00"
"09/07/2017 11:00 - 09/07/2017 12:00","BZN|SE4","2115.00","2165.00"
"09/07/2017 12:00 - 09/07/2017 13:00","BZN|SE4","2107.00","2176.00"
"09/07/2017 13:00 - 09/07/2017 14:00","BZN|SE4","2098.00","2155.00"
"09/07/2017 14:00 - 09/07/2017 15:00","BZN|SE4","2077.00","2125.00"
"09/07/2017 15:00 - 09/07/2017 16:00","BZN|SE4","2049.00","2110.00"
"09/07/2017 16:00 - 09/07/2017 17:00","BZN|SE4","2058.00","2105.00"
"09/07/2017 17:00 - 09/07/2017 18:00","BZN|SE4","2092.00","2140.00"
"09/07/2017 18:00 - 09/07/2017 19:00","BZN|SE4","2110.00","2158.00"
"09/07/2017 19:00 - 09/07/2017 20:00","BZN|SE4","2083.00","2146.00"
"09/07/2017 20:00 - 09/07/2017 21:00","BZN|SE4","2056.00","2123.00"
"09/07/2017 21:00 - 09/07/2017 22:00","BZN|SE4","2017.00","2105.00"
"09/07/2017 22:00 - 09/07/2017 23:00","BZN|SE4","2023.00","2097.00"
"09/07/2017 23:00 - 10/07/2017 00:00","BZN|SE4","1941.00","1991.00"
"10/07/2017 00:00 - 10/07/2017 01:00","BZN|SE4","1842.00","1859.00"
"10/07/2017 01:00 - 10/07/2017 02:00","BZN|SE4","1748.00","1783.00"
"10/07/2017 02:00 - 10/07/2017 03:00","BZN|SE4","1733.00","1743.00"
"10/07/2017 03:00 - 10/07/2017 04:00","BZN|SE4","1722.00","1729.00"
"10/07/2017 04:00 - 10/07/2017 05:00","BZN|SE4","1710.00","1706.00"
"10/07/2017 05:00 - 10/07/2017 06:00","BZN|SE4","1802.00","1756.00"
"10/07/2017 06:00 - 10/07/2017 07:00","BZN|SE4","2064.00","1999.00"
"10/07/2017 07:00 - 10/07/2017 08:00","BZN|SE4","2319.00","2314.00"
"10/07/2017 08:00 - 10/07/2017 09:00","BZN|SE4","2491.00","2521.00"
"10/07/2017 09:00 - 10/07/2017 10:00","BZN|SE4","2580.00","2615.00"
"10/07/2017 10:00 - 10/07/2017 11:00","BZN|SE4","2629.00","2687.00"
"10/07/2017 11:00 - 10/07/2017 12:00","BZN|SE4","2639.00","2705.00"
"10/07/2017 12:00 - 10/07/2017 13:00","BZN|SE4","2598.00","2679.00"
"10/07/2017 13:00 - 10/07/2017 14:00","BZN|SE4","2633.00","2671.00"
"10/07/2017 14:00 - 10/07/2017 15:00","BZN|SE4","2603.00","2638.00"
"10/07/2017 15:00 - 10/07/2017 16:00","BZN|SE4","2588.00","2605.00"
"10/07/2017 16:00 - 10/07/2017 17:00","BZN|SE4","2514.00","2538.00"
"10/07/2017 17:00 - 10/07/2017 18:00","BZN|SE4","2501.00","2527.00"
"10/07/2017 18:00 - 10/07/2017 19:00","BZN|SE4","2458.00","2494.00"
"10/07/2017 19:00 - 10/07/2017 20:00","BZN|SE4","2420.00","2439.00"
"10/07/2017 20:00 - 10/07/2017 21:00","BZN|SE4","2346.00","2368.00"
"10/07/2017 21:00 - 10/07/2017 22:00","BZN|SE4","2260.00","2303.00"
"10/07/2017 22:00 - 10/07/2017 23:00","BZN|SE4","2204.00","2254.00"
"10/07/2017 23:00 - 11/07/2017 00:00","BZN|SE4","2049.00","2099.00"
"11/07/2017 00:00 - 11/07/2017 01:00","BZN|SE4","1977.00","1924.00"
"11/07/2017 01:00 - 11/07/2017 02:00","BZN|SE4","1914.00","1832.00"
"11/07/2017 02:00 - 11/07/2017 03:00","BZN|SE4","1893.00","1784.00"
"11/07/2017 03:00 - 11/07/2017 04:00","BZN|SE4","1881.00","1758.00"
"11/07/2017 04:00 - 11/07/2017 05:00","BZN|SE4","1836.00","1723.00"
"11/07/2017 05:00 - 11/07/2017 06:00","BZN|SE4","1841.00","1761.00"
"11/07/2017 06:00 - 11/07/2017 07:00","BZN|SE4","2083.00","1998.00"
"11/07/2017 07:00 - 11/07/2017 08:00","BZN|SE4","2357.00","2316.00"
"11/07/2017 08:00 - 11/07/2017 09:00","BZN|SE4","2549.00","2516.00"
"11/07/2017 09:00 - 11/07/2017 10:00","BZN|SE4","2636.00","2608.00"
"11/07/2017 10:00 - 11/07/2017 11:00","BZN|SE4","2686.00","2675.00"
"11/07/2017 11:00 - 11/07/2017 12:00","BZN|SE4","2679.00","2695.00"
"11/07/2017 12:00 - 11/07/2017 13:00","BZN|SE4","2557.00","2663.00"
"11/07/2017 13:00 - 11/07/2017 14:00","BZN|SE4","2542.00","2654.00"
"11/07/2017 14:00 - 11/07/2017 15:00","BZN|SE4","2463.00","2623.00"
"11/07/2017 15:00 - 11/07/2017 16:00","BZN|SE4","2414.00","2589.00"
"11/07/2017 16:00 - 11/07/2017 17:00","BZN|SE4","2393.00","2519.00"
"11/07/2017 17:00 - 11/07/2017 18:00","BZN|SE4","2423.00","2491.00"
"11/07/2017 18:00 - 11/07/2017 19:00","BZN|SE4","2363.00","2454.00"
"11/07/2017 19:00 - 11/07/2017 20:00","BZN|SE4","2317.00","2399.00"
"11/07/2017 20:00 - 11/07/2017 21:00","BZN|SE4","2250.00","2327.00"
"11/07/2017 21:00 - 11/07/2017 22:00","BZN|SE4","2146.00","2266.00"
"11/07/2017 22:00 - 11/07/2017 23:00","BZN|SE4","2051.00","2218.00"
"11/07/2017 23:00 - 12/07/2017 00:00","BZN|SE4","1954.00","2059.00"
"12/07/2017 00:00 - 12/07/2017 01:00","BZN|SE4","1718.00","1880.00"
"12/07/2017 01:00 - 12/07/2017 02:00","BZN|SE4","1628.00","1788.00"
"12/07/2017 02:00 - 12/07/2017 03:00","BZN|SE4","1623.00","1741.00"
"12/07/2017 03:00 - 12/07/2017 04:00","BZN|SE4","1612.00","1718.00"
"12/07/2017 04:00 - 12/07/2017 05:00","BZN|SE4","1634.00","1686.00"
"12/07/2017 05:00 - 12/07/2017 06:00","BZN|SE4","1704.00","1724.00"
"12/07/2017 06:00 - 12/07/2017 07:00","BZN|SE4","1967.00","1958.00"
"12/07/2017 07:00 - 12/07/2017 08:00","BZN|SE4","2258.00","2279.00"
"12/07/2017 08:00 - 12/07/2017 09:00","BZN|SE4","2385.00","2483.00"
"12/07/2017 09:00 - 12/07/2017 10:00","BZN|SE4","2478.00","2579.00"
"12/07/2017 10:00 - 12/07/2017 11:00","BZN|SE4","2559.00","2656.00"
"12/07/2017 11:00 - 12/07/2017 12:00","BZN|SE4","2554.00","2671.00"
"12/07/2017 12:00 - 12/07/2017 13:00","BZN|SE4","2565.00","2652.00"
"12/07/2017 13:00 - 12/07/2017 14:00","BZN|SE4","2595.00","2648.00"
"12/07/2017 14:00 - 12/07/2017 15:00","BZN|SE4","2567.00","2625.00"
"12/07/2017 15:00 - 12/07/2017 16:00","BZN|SE4","2599.00","2596.00"
"12/07/2017 16:00 - 12/07/2017 17:00","BZN|SE4","2559.00","2529.00"
"12/07/2017 17:00 - 12/07/2017 18:00","BZN|SE4","2529.00","2504.00"
"12/07/2017 18:00 - 12/07/2017 19:00","BZN|SE4","2469.00","2464.00"
"12/07/2017 19:00 - 12/07/2017 20:00","BZN|SE4","2420.00","2411.00"
"12/07/2017 20:00 - 12/07/2017 21:00","BZN|SE4","2278.00","2344.00"
"12/07/2017 21:00 - 12/07/2017 22:00","BZN|SE4","2177.00","2289.00"
"12/07/2017 22:00 - 12/07/2017 23:00","BZN|SE4","2132.00","2246.00"
"12/07/2017 23:00 - 13/07/2017 00:00","BZN|SE4","1891.00","2094.00"
"13/07/2017 00:00 - 13/07/2017 01:00","BZN|SE4","1782.00","1935.00"
"13/07/2017 01:00 - 13/07/2017 02:00","BZN|SE4","1722.00","1848.00"
"13/07/2017 02:00 - 13/07/2017 03:00","BZN|SE4","1716.00","1808.00"
"13/07/2017 03:00 - 13/07/2017 04:00","BZN|SE4","1755.00","1789.00"
"13/07/2017 04:00 - 13/07/2017 05:00","BZN|SE4","1748.00","1762.00"
"13/07/2017 05:00 - 13/07/2017 06:00","BZN|SE4","1835.00","1796.00"
"13/07/2017 06:00 - 13/07/2017 07:00","BZN|SE4","2205.00","2018.00"
"13/07/2017 07:00 - 13/07/2017 08:00","BZN|SE4","2521.00","2321.00"
"13/07/2017 08:00 - 13/07/2017 09:00","BZN|SE4","2633.00","2517.00"
"13/07/2017 09:00 - 13/07/2017 10:00","BZN|SE4","2672.00","2610.00"
"13/07/2017 10:00 - 13/07/2017 11:00","BZN|SE4","2689.00","2680.00"
"13/07/2017 11:00 - 13/07/2017 12:00","BZN|SE4","2633.00","2697.00"
"13/07/2017 12:00 - 13/07/2017 13:00","BZN|SE4","2524.00","2677.00"
"13/07/2017 13:00 - 13/07/2017 14:00","BZN|SE4","2478.00","2671.00"
"13/07/2017 14:00 - 13/07/2017 15:00","BZN|SE4","2491.00","2648.00"
"13/07/2017 15:00 - 13/07/2017 16:00","BZN|SE4","2484.00","2614.00"
"13/07/2017 16:00 - 13/07/2017 17:00","BZN|SE4","2422.00","2547.00"
"13/07/2017 17:00 - 13/07/2017 18:00","BZN|SE4","2440.00","2518.00"
"13/07/2017 18:00 - 13/07/2017 19:00","BZN|SE4","2345.00","2476.00"
"13/07/2017 19:00 - 13/07/2017 20:00","BZN|SE4","2267.00","2422.00"
"13/07/2017 20:00 - 13/07/2017 21:00","BZN|SE4","2246.00","2352.00"
"13/07/2017 21:00 - 13/07/2017 22:00","BZN|SE4","2223.00","2297.00"
"13/07/2017 22:00 - 13/07/2017 23:00","BZN|SE4","2186.00","2253.00"
"13/07/2017 23:00 - 14/07/2017 00:00","BZN|SE4","2016.00","2104.00"
"14/07/2017 00:00 - 14/07/2017 01:00","BZN|SE4","1843.00","1934.00"
"14/07/2017 01:00 - 14/07/2017 02:00","BZN|SE4","1752.00","1848.00"
"14/07/2017 02:00 - 14/07/2017 03:00","BZN|SE4","1706.00","1805.00"
"14/07/2017 03:00 - 14/07/2017 04:00","BZN|SE4","1698.00","1786.00"
"14/07/2017 04:00 - 14/07/2017 05:00","BZN|SE4","1674.00","1757.00"
"14/07/2017 05:00 - 14/07/2017 06:00","BZN|SE4","1747.00","1791.00"
"14/07/2017 06:00 - 14/07/2017 07:00","BZN|SE4","2016.00","2009.00"
"14/07/2017 07:00 - 14/07/2017 08:00","BZN|SE4","2325.00","2297.00"
"14/07/2017 08:00 - 14/07/2017 09:00","BZN|SE4","2496.00","2486.00"
"14/07/2017 09:00 - 14/07/2017 10:00","BZN|SE4","2545.00","2578.00"
"14/07/2017 10:00 - 14/07/2017 11:00","BZN|SE4","2595.00","2649.00"
"14/07/2017 11:00 - 14/07/2017 12:00","BZN|SE4","2543.00","2654.00"
"14/07/2017 12:00 - 14/07/2017 13:00","BZN|SE4","2492.00","2619.00"
"14/07/2017 13:00 - 14/07/2017 14:00","BZN|SE4","2425.00","2584.00"
"14/07/2017 14:00 - 14/07/2017 15:00","BZN|SE4","2324.00","2519.00"
"14/07/2017 15:00 - 14/07/2017 16:00","BZN|SE4","2196.00","2463.00"
"14/07/2017 16:00 - 14/07/2017 17:00","BZN|SE4","2157.00","2404.00"
"14/07/2017 17:00 - 14/07/2017 18:00","BZN|SE4","2203.00","2389.00"
"14/07/2017 18:00 - 14/07/2017 19:00","BZN|SE4","2158.00","2345.00"
"14/07/2017 19:00 - 14/07/2017 20:00","BZN|SE4","2127.00","2270.00"
"14/07/2017 20:00 - 14/07/2017 21:00","BZN|SE4","2077.00","2181.00"
"14/07/2017 21:00 - 14/07/2017 22:00","BZN|SE4","1989.00","2126.00"
"14/07/2017 22:00 - 14/07/2017 23:00","BZN|SE4","2017.00","2101.00"
"14/07/2017 23:00 - 15/07/2017 00:00","BZN|SE4","1942.00","1987.00"
"15/07/2017 00:00 - 15/07/2017 01:00","BZN|SE4","1772.00","1845.00"
"15/07/2017 01:00 - 15/07/2017 02:00","BZN|SE4","1663.00","1759.00"
"15/07/2017 02:00 - 15/07/2017 03:00","BZN|SE4","1621.00","1711.00"
"15/07/2017 03:00 - 15/07/2017 04:00","BZN|SE4","1610.00","1682.00"
"15/07/2017 04:00 - 15/07/2017 05:00","BZN|SE4","1562.00","1632.00"
"15/07/2017 05:00 - 15/07/2017 06:00","BZN|SE4","1530.00","1595.00"
"15/07/2017 06:00 - 15/07/2017 07:00","BZN|SE4","1631.00","1641.00"
"15/07/2017 07:00 - 15/07/2017 08:00","BZN|SE4","1801.00","1755.00"
"15/07/2017 08:00 - 15/07/2017 09:00","BZN|SE4","1950.00","1918.00"
"15/07/2017 09:00 - 15/07/2017 10:00","BZN|SE4","2086.00","2062.00"
"15/07/2017 10:00 - 15/07/2017 11:00","BZN|SE4","2113.00","2144.00"
"15/07/2017 11:00 - 15/07/2017 12:00","BZN|SE4","2089.00","2167.00"
"15/07/2017 12:00 - 15/07/2017 13:00","BZN|SE4","2069.00","2164.00"
"15/07/2017 13:00 - 15/07/2017 14:00","BZN|SE4","2006.00","2139.00"
"15/07/2017 14:00 - 15/07/2017 15:00","BZN|SE4","1946.00","2097.00"
"15/07/2017 15:00 - 15/07/2017 16:00","BZN|SE4","1923.00","2067.00"
"15/07/2017 16:00 - 15/07/2017 17:00","BZN|SE4","1975.00","2062.00"
"15/07/2017 17:00 - 15/07/2017 18:00","BZN|SE4","2015.00","2080.00"
"15/07/2017 18:00 - 15/07/2017 19:00","BZN|SE4","1986.00","2077.00"
"15/07/2017 19:00 - 15/07/2017 20:00","BZN|SE4","1974.00","2030.00"
"15/07/2017 20:00 - 15/07/2017 21:00","BZN|SE4","1908.00","1982.00"
"15/07/2017 21:00 - 15/07/2017 22:00","BZN|SE4","1882.00","1965.00"
"15/07/2017 22:00 - 15/07/2017 23:00","BZN|SE4","1891.00","1963.00"
"15/07/2017 23:00 - 16/07/2017 00:00","BZN|SE4","1775.00","1875.00"
"16/07/2017 00:00 - 16/07/2017 01:00","BZN|SE4","1658.00","1750.00"
"16/07/2017 01:00 - 16/07/2017 02:00","BZN|SE4","1571.00","1669.00"
"16/07/2017 02:00 - 16/07/2017 03:00","BZN|SE4","1536.00","1626.00"
"16/07/2017 03:00 - 16/07/2017 04:00","BZN|SE4","1560.00","1599.00"
"16/07/2017 04:00 - 16/07/2017 05:00","BZN|SE4","1548.00","1556.00"
"16/07/2017 05:00 - 16/07/2017 06:00","BZN|SE4","1470.00","1514.00"
"16/07/2017 06:00 - 16/07/2017 07:00","BZN|SE4","1505.00","1546.00"
"16/07/2017 07:00 - 16/07/2017 08:00","BZN|SE4","1630.00","1636.00"
"16/07/2017 08:00 - 16/07/2017 09:00","BZN|SE4","1751.00","1775.00"
"16/07/2017 09:00 - 16/07/2017 10:00","BZN|SE4","1852.00","1920.00"
"16/07/2017 10:00 - 16/07/2017 11:00","BZN|SE4","1941.00","2029.00"
"16/07/2017 11:00 - 16/07/2017 12:00","BZN|SE4","1973.00","2098.00"
"16/07/2017 12:00 - 16/07/2017 13:00","BZN|SE4","1962.00","2119.00"
"16/07/2017 13:00 - 16/07/2017 14:00","BZN|SE4","1893.00","2113.00"
"16/07/2017 14:00 - 16/07/2017 15:00","BZN|SE4","1895.00","2099.00"
"16/07/2017 15:00 - 16/07/2017 16:00","BZN|SE4","1911.00","2089.00"
"16/07/2017 16:00 - 16/07/2017 17:00","BZN|SE4","2029.00","2097.00"
"16/07/2017 17:00 - 16/07/2017 18:00","BZN|SE4","2117.00","2129.00"
"16/07/2017 18:00 - 16/07/2017 19:00","BZN|SE4","2181.00","2143.00"
"16/07/2017 19:00 - 16/07/2017 20:00","BZN|SE4","2121.00","2127.00"
"16/07/2017 20:00 - 16/07/2017 21:00","BZN|SE4","2013.00","2095.00"
"16/07/2017 21:00 - 16/07/2017 22:00","BZN|SE4","1928.00","2069.00"
"16/07/2017 22:00 - 16/07/2017 23:00","BZN|SE4","1892.00","2049.00"
"16/07/2017 23:00 - 17/07/2017 00:00","BZN|SE4","1763.00","1937.00"
"17/07/2017 00:00 - 17/07/2017 01:00","BZN|SE4","1679.00","1823.00"
"17/07/2017 01:00 - 17/07/2017 02:00","BZN|SE4","1645.00","1748.00"
"17/07/2017 02:00 - 17/07/2017 03:00","BZN|SE4","1599.00","1707.00"
"17/07/2017 03:00 - 17/07/2017 04:00","BZN|SE4","1620.00","1691.00"
"17/07/2017 04:00 - 17/07/2017 05:00","BZN|SE4","1637.00","1675.00"
"17/07/2017 05:00 - 17/07/2017 06:00","BZN|SE4","1672.00","1720.00"
"17/07/2017 06:00 - 17/07/2017 07:00","BZN|SE4","1914.00","1949.00"
"17/07/2017 07:00 - 17/07/2017 08:00","BZN|SE4","2165.00","2245.00"
"17/07/2017 08:00 - 17/07/2017 09:00","BZN|SE4","2336.00","2455.00"
"17/07/2017 09:00 - 17/07/2017 10:00","BZN|SE4","2356.00","2560.00"
"17/07/2017 10:00 - 17/07/2017 11:00","BZN|SE4","2355.00","2641.00"
"17/07/2017 11:00 - 17/07/2017 12:00","BZN|SE4","2350.00","2658.00"
"17/07/2017 12:00 - 17/07/2017 13:00","BZN|SE4","2322.00","2643.00"
"17/07/2017 13:00 - 17/07/2017 14:00","BZN|SE4","2301.00","2632.00"
"17/07/2017 14:00 - 17/07/2017 15:00","BZN|SE4","2276.00","2602.00"
"17/07/2017 15:00 - 17/07/2017 16:00","BZN|SE4","2272.00","2569.00"
"17/07/2017 16:00 - 17/07/2017 17:00","BZN|SE4","2310.00","2505.00"
"17/07/2017 17:00 - 17/07/2017 18:00","BZN|SE4","2391.00","2476.00"
"17/07/2017 18:00 - 17/07/2017 19:00","BZN|SE4","2346.00","2439.00"
"17/07/2017 19:00 - 17/07/2017 20:00","BZN|SE4","2313.00","2382.00"
"17/07/2017 20:00 - 17/07/2017 21:00","BZN|SE4","2264.00","2309.00"
"17/07/2017 21:00 - 17/07/2017 22:00","BZN|SE4","2176.00","2256.00"
"17/07/2017 22:00 - 17/07/2017 23:00","BZN|SE4","2086.00","2206.00"
"17/07/2017 23:00 - 18/07/2017 00:00","BZN|SE4","1902.00","2060.00"
"18/07/2017 00:00 - 18/07/2017 01:00","BZN|SE4","1774.00","1874.00"
"18/07/2017 01:00 - 18/07/2017 02:00","BZN|SE4","1691.00","1786.00"
"18/07/2017 02:00 - 18/07/2017 03:00","BZN|SE4","1706.00","1744.00"
"18/07/2017 03:00 - 18/07/2017 04:00","BZN|SE4","1697.00","1723.00"
"18/07/2017 04:00 - 18/07/2017 05:00","BZN|SE4","1670.00","1698.00"
"18/07/2017 05:00 - 18/07/2017 06:00","BZN|SE4","1706.00","1728.00"
"18/07/2017 06:00 - 18/07/2017 07:00","BZN|SE4","1934.00","1942.00"
"18/07/2017 07:00 - 18/07/2017 08:00","BZN|SE4","2181.00","2244.00"
"18/07/2017 08:00 - 18/07/2017 09:00","BZN|SE4","2368.00","2445.00"
"18/07/2017 09:00 - 18/07/2017 10:00","BZN|SE4","2417.00","2544.00"
"18/07/2017 10:00 - 18/07/2017 11:00","BZN|SE4","2419.00","2611.00"
"18/07/2017 11:00 - 18/07/2017 12:00","BZN|SE4","2432.00","2627.00"
"18/07/2017 12:00 - 18/07/2017 13:00","BZN|SE4","2474.00","2609.00"
"18/07/2017 13:00 - 18/07/2017 14:00","BZN|SE4","2454.00","2596.00"
"18/07/2017 14:00 - 18/07/2017 15:00","BZN|SE4","2429.00","2567.00"
"18/07/2017 15:00 - 18/07/2017 16:00","BZN|SE4","2403.00","2530.00"
"18/07/2017 16:00 - 18/07/2017 17:00","BZN|SE4","2353.00","2461.00"
"18/07/2017 17:00 - 18/07/2017 18:00","BZN|SE4","2329.00","2431.00"
"18/07/2017 18:00 - 18/07/2017 19:00","BZN|SE4","2335.00","2384.00"
"18/07/2017 19:00 - 18/07/2017 20:00","BZN|SE4","2264.00","2326.00"
"18/07/2017 20:00 - 18/07/2017 21:00","BZN|SE4","2167.00","2256.00"
"18/07/2017 21:00 - 18/07/2017 22:00","BZN|SE4","2109.00","2208.00"
"18/07/2017 22:00 - 18/07/2017 23:00","BZN|SE4","2026.00","2158.00"
"18/07/2017 23:00 - 19/07/2017 00:00","BZN|SE4","1885.00","2010.00"
"19/07/2017 00:00 - 19/07/2017 01:00","BZN|SE4","1702.00","1850.00"
"19/07/2017 01:00 - 19/07/2017 02:00","BZN|SE4","1653.00","1769.00"
"19/07/2017 02:00 - 19/07/2017 03:00","BZN|SE4","1640.00","1728.00"
"19/07/2017 03:00 - 19/07/2017 04:00","BZN|SE4","1649.00","1709.00"
"19/07/2017 04:00 - 19/07/2017 05:00","BZN|SE4","1640.00","1686.00"
"19/07/2017 05:00 - 19/07/2017 06:00","BZN|SE4","1677.00","1711.00"
"19/07/2017 06:00 - 19/07/2017 07:00","BZN|SE4","1888.00","1902.00"
"19/07/2017 07:00 - 19/07/2017 08:00","BZN|SE4","2171.00","2175.00"
"19/07/2017 08:00 - 19/07/2017 09:00","BZN|SE4","2361.00","2355.00"
"19/07/2017 09:00 - 19/07/2017 10:00","BZN|SE4","2422.00","2440.00"
"19/07/2017 10:00 - 19/07/2017 11:00","BZN|SE4","2462.00","2502.00"
"19/07/2017 11:00 - 19/07/2017 12:00","BZN|SE4","2460.00","2519.00"
"19/07/2017 12:00 - 19/07/2017 13:00","BZN|SE4","2413.00","2494.00"
"19/07/2017 13:00 - 19/07/2017 14:00","BZN|SE4","2384.00","2491.00"
"19/07/2017 14:00 - 19/07/2017 15:00","BZN|SE4","2343.00","2461.00"
"19/07/2017 15:00 - 19/07/2017 16:00","BZN|SE4","2323.00","2426.00"
"19/07/2017 16:00 - 19/07/2017 17:00","BZN|SE4","2306.00","2364.00"
"19/07/2017 17:00 - 19/07/2017 18:00","BZN|SE4","2332.00","2342.00"
"19/07/2017 18:00 - 19/07/2017 19:00","BZN|SE4","2269.00","2307.00"
"19/07/2017 19:00 - 19/07/2017 20:00","BZN|SE4","2176.00","2256.00"
"19/07/2017 20:00 - 19/07/2017 21:00","BZN|SE4","2120.00","2197.00"
"19/07/2017 21:00 - 19/07/2017 22:00","BZN|SE4","2078.00","2155.00"
"19/07/2017 22:00 - 19/07/2017 23:00","BZN|SE4","2055.00","2108.00"
"19/07/2017 23:00 - 20/07/2017 00:00","BZN|SE4","1909.00","1970.00"
"20/07/2017 00:00 - 20/07/2017 01:00","BZN|SE4","1716.00","1811.00"
"20/07/2017 01:00 - 20/07/2017 02:00","BZN|SE4","1652.00","1733.00"
"20/07/2017 02:00 - 20/07/2017 03:00","BZN|SE4","1668.00","1695.00"
"20/07/2017 03:00 - 20/07/2017 04:00","BZN|SE4","1711.00","1680.00"
"20/07/2017 04:00 - 20/07/2017 05:00","BZN|SE4","1659.00","1658.00"
"20/07/2017 05:00 - 20/07/2017 06:00","BZN|SE4","1629.00","1678.00"
"20/07/2017 06:00 - 20/07/2017 07:00","BZN|SE4","1839.00","1857.00"
"20/07/2017 07:00 - 20/07/2017 08:00","BZN|SE4","2051.00","2116.00"
"20/07/2017 08:00 - 20/07/2017 09:00","BZN|SE4","2239.00","2289.00"
"20/07/2017 09:00 - 20/07/2017 10:00","BZN|SE4","2284.00","2377.00"
"20/07/2017 10:00 - 20/07/2017 11:00","BZN|SE4","2354.00","2438.00"
"20/07/2017 11:00 - 20/07/2017 12:00","BZN|SE4","2364.00","2449.00"
"20/07/2017 12:00 - 20/07/2017 13:00","BZN|SE4","2342.00","2424.00"
"20/07/2017 13:00 - 20/07/2017 14:00","BZN|SE4","2357.00","2413.00"
"20/07/2017 14:00 - 20/07/2017 15:00","BZN|SE4","2313.00","2382.00"
"20/07/2017 15:00 - 20/07/2017 16:00","BZN|SE4","2282.00","2351.00"
"20/07/2017 16:00 - 20/07/2017 17:00","BZN|SE4","2238.00","2296.00"
"20/07/2017 17:00 - 20/07/2017 18:00","BZN|SE4","2254.00","2286.00"
"20/07/2017 18:00 - 20/07/2017 19:00","BZN|SE4","2230.00","2258.00"
"20/07/2017 19:00 - 20/07/2017 20:00","BZN|SE4","2191.00","2213.00"
"20/07/2017 20:00 - 20/07/2017 21:00","BZN|SE4","2165.00","2158.00"
"20/07/2017 21:00 - 20/07/2017 22:00","BZN|SE4","2096.00","2119.00"
"20/07/2017 22:00 - 20/07/2017 23:00","BZN|SE4","2044.00","2073.00"
"20/07/2017 23:00 - 21/07/2017 00:00","BZN|SE4","1928.00","1932.00"
"21/07/2017 00:00 - 21/07/2017 01:00","BZN|SE4","1818.00","1791.00"
"21/07/2017 01:00 - 21/07/2017 02:00","BZN|SE4","1756.00","1703.00"
"21/07/2017 02:00 - 21/07/2017 03:00","BZN|SE4","1755.00","1661.00"
"21/07/2017 03:00 - 21/07/2017 04:00","BZN|SE4","1756.00","1641.00"
"21/07/2017 04:00 - 21/07/2017 05:00","BZN|SE4","1673.00","1616.00"
"21/07/2017 05:00 - 21/07/2017 06:00","BZN|SE4","1641.00","1637.00"
"21/07/2017 06:00 - 21/07/2017 07:00","BZN|SE4","1850.00","1823.00"
