"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"21/07/2017 07:00 - 21/07/2017 08:00","BZN|SE4","2188.00","2089.00"
"21/07/2017 08:00 - 21/07/2017 09:00","BZN|SE4","2392.00","2270.00"
"21/07/2017 09:00 - 21/07/2017 10:00","BZN|SE4","2482.00","2370.00"
"21/07/2017 10:00 - 21/07/2017 11:00","BZN|SE4","2540.00","2443.00"
"21/07/2017 11:00 - 21/07/2017 12:00","BZN|SE4","2540.00","2460.00"
"21/07/2017 12:00 - 21/07/2017 13:00","BZN|SE4","2431.00","2435.00"
"21/07/2017 13:00 - 21/07/2017 14:00","BZN|SE4","2352.00","2404.00"
"21/07/2017 14:00 - 21/07/2017 15:00","BZN|SE4","2303.00","2349.00"
"21/07/2017 15:00 - 21/07/2017 16:00","BZN|SE4","2275.00","2300.00"
"21/07/2017 16:00 - 21/07/2017 17:00","BZN|SE4","2316.00","2246.00"
"21/07/2017 17:00 - 21/07/2017 18:00","BZN|SE4","2376.00","2234.00"
"21/07/2017 18:00 - 21/07/2017 19:00","BZN|SE4","2331.00","2200.00"
"21/07/2017 19:00 - 21/07/2017 20:00","BZN|SE4","2259.00","2131.00"
"21/07/2017 20:00 - 21/07/2017 21:00","BZN|SE4","2133.00","2045.00"
"21/07/2017 21:00 - 21/07/2017 22:00","BZN|SE4","2058.00","1996.00"
"21/07/2017 22:00 - 21/07/2017 23:00","BZN|SE4","1996.00","1956.00"
"21/07/2017 23:00 - 22/07/2017 00:00","BZN|SE4","1833.00","1857.00"
"22/07/2017 00:00 - 22/07/2017 01:00","BZN|SE4","1684.00","1757.00"
"22/07/2017 01:00 - 22/07/2017 02:00","BZN|SE4","1668.00","1679.00"
"22/07/2017 02:00 - 22/07/2017 03:00","BZN|SE4","1637.00","1634.00"
"22/07/2017 03:00 - 22/07/2017 04:00","BZN|SE4","1671.00","1610.00"
"22/07/2017 04:00 - 22/07/2017 05:00","BZN|SE4","1669.00","1574.00"
"22/07/2017 05:00 - 22/07/2017 06:00","BZN|SE4","1615.00","1536.00"
"22/07/2017 06:00 - 22/07/2017 07:00","BZN|SE4","1658.00","1572.00"
"22/07/2017 07:00 - 22/07/2017 08:00","BZN|SE4","1787.00","1671.00"
"22/07/2017 08:00 - 22/07/2017 09:00","BZN|SE4","1904.00","1815.00"
"22/07/2017 09:00 - 22/07/2017 10:00","BZN|SE4","1959.00","1943.00"
"22/07/2017 10:00 - 22/07/2017 11:00","BZN|SE4","2017.00","2017.00"
"22/07/2017 11:00 - 22/07/2017 12:00","BZN|SE4","2028.00","2033.00"
"22/07/2017 12:00 - 22/07/2017 13:00","BZN|SE4","1988.00","2023.00"
"22/07/2017 13:00 - 22/07/2017 14:00","BZN|SE4","1958.00","2004.00"
"22/07/2017 14:00 - 22/07/2017 15:00","BZN|SE4","1937.00","1952.00"
"22/07/2017 15:00 - 22/07/2017 16:00","BZN|SE4","1942.00","1932.00"
"22/07/2017 16:00 - 22/07/2017 17:00","BZN|SE4","1965.00","1922.00"
"22/07/2017 17:00 - 22/07/2017 18:00","BZN|SE4","2060.00","1943.00"
"22/07/2017 18:00 - 22/07/2017 19:00","BZN|SE4","2120.00","1947.00"
"22/07/2017 19:00 - 22/07/2017 20:00","BZN|SE4","2023.00","1909.00"
"22/07/2017 20:00 - 22/07/2017 21:00","BZN|SE4","1982.00","1874.00"
"22/07/2017 21:00 - 22/07/2017 22:00","BZN|SE4","1946.00","1867.00"
"22/07/2017 22:00 - 22/07/2017 23:00","BZN|SE4","1963.00","1857.00"
"22/07/2017 23:00 - 23/07/2017 00:00","BZN|SE4","1841.00","1782.00"
"23/07/2017 00:00 - 23/07/2017 01:00","BZN|SE4","1706.00","1706.00"
"23/07/2017 01:00 - 23/07/2017 02:00","BZN|SE4","1633.00","1636.00"
"23/07/2017 02:00 - 23/07/2017 03:00","BZN|SE4","1547.00","1597.00"
"23/07/2017 03:00 - 23/07/2017 04:00","BZN|SE4","1444.00","1576.00"
"23/07/2017 04:00 - 23/07/2017 05:00","BZN|SE4","1364.00","1546.00"
"23/07/2017 05:00 - 23/07/2017 06:00","BZN|SE4","1285.00","1507.00"
"23/07/2017 06:00 - 23/07/2017 07:00","BZN|SE4","1326.00","1531.00"
"23/07/2017 07:00 - 23/07/2017 08:00","BZN|SE4","1475.00","1614.00"
"23/07/2017 08:00 - 23/07/2017 09:00","BZN|SE4","1602.00","1733.00"
"23/07/2017 09:00 - 23/07/2017 10:00","BZN|SE4","1735.00","1848.00"
"23/07/2017 10:00 - 23/07/2017 11:00","BZN|SE4","1818.00","1934.00"
"23/07/2017 11:00 - 23/07/2017 12:00","BZN|SE4","1883.00","1985.00"
"23/07/2017 12:00 - 23/07/2017 13:00","BZN|SE4","1937.00","1991.00"
"23/07/2017 13:00 - 23/07/2017 14:00","BZN|SE4","1896.00","1978.00"
"23/07/2017 14:00 - 23/07/2017 15:00","BZN|SE4","1916.00","1973.00"
"23/07/2017 15:00 - 23/07/2017 16:00","BZN|SE4","1983.00","1970.00"
"23/07/2017 16:00 - 23/07/2017 17:00","BZN|SE4","2047.00","1978.00"
"23/07/2017 17:00 - 23/07/2017 18:00","BZN|SE4","2173.00","2011.00"
"23/07/2017 18:00 - 23/07/2017 19:00","BZN|SE4","2262.00","2024.00"
"23/07/2017 19:00 - 23/07/2017 20:00","BZN|SE4","2222.00","2012.00"
"23/07/2017 20:00 - 23/07/2017 21:00","BZN|SE4","2118.00","1984.00"
"23/07/2017 21:00 - 23/07/2017 22:00","BZN|SE4","2055.00","1968.00"
"23/07/2017 22:00 - 23/07/2017 23:00","BZN|SE4","2054.00","1940.00"
"23/07/2017 23:00 - 24/07/2017 00:00","BZN|SE4","1956.00","1839.00"
"24/07/2017 00:00 - 24/07/2017 01:00","BZN|SE4","1897.00","1737.00"
"24/07/2017 01:00 - 24/07/2017 02:00","BZN|SE4","1768.00","1675.00"
"24/07/2017 02:00 - 24/07/2017 03:00","BZN|SE4","1660.00","1641.00"
"24/07/2017 03:00 - 24/07/2017 04:00","BZN|SE4","1678.00","1628.00"
"24/07/2017 04:00 - 24/07/2017 05:00","BZN|SE4","1643.00","1620.00"
"24/07/2017 05:00 - 24/07/2017 06:00","BZN|SE4","1701.00","1656.00"
"24/07/2017 06:00 - 24/07/2017 07:00","BZN|SE4","1888.00","1847.00"
"24/07/2017 07:00 - 24/07/2017 08:00","BZN|SE4","2096.00","2101.00"
"24/07/2017 08:00 - 24/07/2017 09:00","BZN|SE4","2345.00","2287.00"
"24/07/2017 09:00 - 24/07/2017 10:00","BZN|SE4","2476.00","2387.00"
"24/07/2017 10:00 - 24/07/2017 11:00","BZN|SE4","2540.00","2452.00"
"24/07/2017 11:00 - 24/07/2017 12:00","BZN|SE4","2521.00","2472.00"
"24/07/2017 12:00 - 24/07/2017 13:00","BZN|SE4","2465.00","2462.00"
"24/07/2017 13:00 - 24/07/2017 14:00","BZN|SE4","2468.00","2452.00"
"24/07/2017 14:00 - 24/07/2017 15:00","BZN|SE4","2428.00","2421.00"
"24/07/2017 15:00 - 24/07/2017 16:00","BZN|SE4","2337.00","2386.00"
"24/07/2017 16:00 - 24/07/2017 17:00","BZN|SE4","2284.00","2328.00"
"24/07/2017 17:00 - 24/07/2017 18:00","BZN|SE4","2283.00","2308.00"
"24/07/2017 18:00 - 24/07/2017 19:00","BZN|SE4","2263.00","2272.00"
"24/07/2017 19:00 - 24/07/2017 20:00","BZN|SE4","2240.00","2222.00"
"24/07/2017 20:00 - 24/07/2017 21:00","BZN|SE4","2110.00","2161.00"
"24/07/2017 21:00 - 24/07/2017 22:00","BZN|SE4","1977.00","2125.00"
"24/07/2017 22:00 - 24/07/2017 23:00","BZN|SE4","1882.00","2069.00"
"24/07/2017 23:00 - 25/07/2017 00:00","BZN|SE4","1719.00","1935.00"
"25/07/2017 00:00 - 25/07/2017 01:00","BZN|SE4","1575.00","1803.00"
"25/07/2017 01:00 - 25/07/2017 02:00","BZN|SE4","1494.00","1724.00"
"25/07/2017 02:00 - 25/07/2017 03:00","BZN|SE4","1449.00","1686.00"
"25/07/2017 03:00 - 25/07/2017 04:00","BZN|SE4","1450.00","1675.00"
"25/07/2017 04:00 - 25/07/2017 05:00","BZN|SE4","1456.00","1664.00"
"25/07/2017 05:00 - 25/07/2017 06:00","BZN|SE4","1469.00","1684.00"
"25/07/2017 06:00 - 25/07/2017 07:00","BZN|SE4","1699.00","1861.00"
"25/07/2017 07:00 - 25/07/2017 08:00","BZN|SE4","1944.00","2119.00"
"25/07/2017 08:00 - 25/07/2017 09:00","BZN|SE4","2182.00","2289.00"
"25/07/2017 09:00 - 25/07/2017 10:00","BZN|SE4","2246.00","2376.00"
"25/07/2017 10:00 - 25/07/2017 11:00","BZN|SE4","2329.00","2440.00"
"25/07/2017 11:00 - 25/07/2017 12:00","BZN|SE4","2361.00","2462.00"
"25/07/2017 12:00 - 25/07/2017 13:00","BZN|SE4","2430.00","2450.00"
"25/07/2017 13:00 - 25/07/2017 14:00","BZN|SE4","2459.00","2447.00"
"25/07/2017 14:00 - 25/07/2017 15:00","BZN|SE4","2414.00","2415.00"
"25/07/2017 15:00 - 25/07/2017 16:00","BZN|SE4","2369.00","2386.00"
"25/07/2017 16:00 - 25/07/2017 17:00","BZN|SE4","2309.00","2321.00"
"25/07/2017 17:00 - 25/07/2017 18:00","BZN|SE4","2279.00","2303.00"
"25/07/2017 18:00 - 25/07/2017 19:00","BZN|SE4","2221.00","2268.00"
"25/07/2017 19:00 - 25/07/2017 20:00","BZN|SE4","2215.00","2223.00"
"25/07/2017 20:00 - 25/07/2017 21:00","BZN|SE4","2167.00","2166.00"
"25/07/2017 21:00 - 25/07/2017 22:00","BZN|SE4","2083.00","2131.00"
"25/07/2017 22:00 - 25/07/2017 23:00","BZN|SE4","1991.00","2074.00"
"25/07/2017 23:00 - 26/07/2017 00:00","BZN|SE4","1820.00","1938.00"
"26/07/2017 00:00 - 26/07/2017 01:00","BZN|SE4","1727.00","1791.00"
"26/07/2017 01:00 - 26/07/2017 02:00","BZN|SE4","1684.00","1714.00"
"26/07/2017 02:00 - 26/07/2017 03:00","BZN|SE4","1627.00","1678.00"
"26/07/2017 03:00 - 26/07/2017 04:00","BZN|SE4","1609.00","1664.00"
"26/07/2017 04:00 - 26/07/2017 05:00","BZN|SE4","1626.00","1652.00"
"26/07/2017 05:00 - 26/07/2017 06:00","BZN|SE4","1614.00","1674.00"
"26/07/2017 06:00 - 26/07/2017 07:00","BZN|SE4","1878.00","1853.00"
"26/07/2017 07:00 - 26/07/2017 08:00","BZN|SE4","2180.00","2117.00"
"26/07/2017 08:00 - 26/07/2017 09:00","BZN|SE4","2389.00","2290.00"
"26/07/2017 09:00 - 26/07/2017 10:00","BZN|SE4","2494.00","2378.00"
"26/07/2017 10:00 - 26/07/2017 11:00","BZN|SE4","2569.00","2440.00"
"26/07/2017 11:00 - 26/07/2017 12:00","BZN|SE4","2609.00","2449.00"
"26/07/2017 12:00 - 26/07/2017 13:00","BZN|SE4","2578.00","2431.00"
"26/07/2017 13:00 - 26/07/2017 14:00","BZN|SE4","2562.00","2426.00"
"26/07/2017 14:00 - 26/07/2017 15:00","BZN|SE4","2513.00","2398.00"
"26/07/2017 15:00 - 26/07/2017 16:00","BZN|SE4","2469.00","2366.00"
"26/07/2017 16:00 - 26/07/2017 17:00","BZN|SE4","2431.00","2308.00"
"26/07/2017 17:00 - 26/07/2017 18:00","BZN|SE4","2413.00","2290.00"
"26/07/2017 18:00 - 26/07/2017 19:00","BZN|SE4","2372.00","2255.00"
"26/07/2017 19:00 - 26/07/2017 20:00","BZN|SE4","2296.00","2204.00"
"26/07/2017 20:00 - 26/07/2017 21:00","BZN|SE4","2209.00","2144.00"
"26/07/2017 21:00 - 26/07/2017 22:00","BZN|SE4","2175.00","2107.00"
"26/07/2017 22:00 - 26/07/2017 23:00","BZN|SE4","2111.00","2044.00"
"26/07/2017 23:00 - 27/07/2017 00:00","BZN|SE4","1946.00","1908.00"
"27/07/2017 00:00 - 27/07/2017 01:00","BZN|SE4","1767.00","1768.00"
"27/07/2017 01:00 - 27/07/2017 02:00","BZN|SE4","1645.00","1687.00"
"27/07/2017 02:00 - 27/07/2017 03:00","BZN|SE4","1593.00","1648.00"
"27/07/2017 03:00 - 27/07/2017 04:00","BZN|SE4","1586.00","1633.00"
"27/07/2017 04:00 - 27/07/2017 05:00","BZN|SE4","1597.00","1622.00"
"27/07/2017 05:00 - 27/07/2017 06:00","BZN|SE4","1597.00","1641.00"
"27/07/2017 06:00 - 27/07/2017 07:00","BZN|SE4","1831.00","1822.00"
"27/07/2017 07:00 - 27/07/2017 08:00","BZN|SE4","2064.00","2088.00"
"27/07/2017 08:00 - 27/07/2017 09:00","BZN|SE4","2258.00","2269.00"
"27/07/2017 09:00 - 27/07/2017 10:00","BZN|SE4","2377.00","2366.00"
"27/07/2017 10:00 - 27/07/2017 11:00","BZN|SE4","2435.00","2434.00"
"27/07/2017 11:00 - 27/07/2017 12:00","BZN|SE4","2434.00","2452.00"
"27/07/2017 12:00 - 27/07/2017 13:00","BZN|SE4","2416.00","2442.00"
"27/07/2017 13:00 - 27/07/2017 14:00","BZN|SE4","2413.00","2436.00"
"27/07/2017 14:00 - 27/07/2017 15:00","BZN|SE4","2393.00","2405.00"
"27/07/2017 15:00 - 27/07/2017 16:00","BZN|SE4","2373.00","2374.00"
"27/07/2017 16:00 - 27/07/2017 17:00","BZN|SE4","2328.00","2314.00"
"27/07/2017 17:00 - 27/07/2017 18:00","BZN|SE4","2313.00","2295.00"
"27/07/2017 18:00 - 27/07/2017 19:00","BZN|SE4","2317.00","2256.00"
"27/07/2017 19:00 - 27/07/2017 20:00","BZN|SE4","2200.00","2208.00"
"27/07/2017 20:00 - 27/07/2017 21:00","BZN|SE4","2095.00","2147.00"
"27/07/2017 21:00 - 27/07/2017 22:00","BZN|SE4","2063.00","2112.00"
"27/07/2017 22:00 - 27/07/2017 23:00","BZN|SE4","1980.00","2046.00"
"27/07/2017 23:00 - 28/07/2017 00:00","BZN|SE4","1820.00","1904.00"
"28/07/2017 00:00 - 28/07/2017 01:00","BZN|SE4","1690.00","1748.00"
"28/07/2017 01:00 - 28/07/2017 02:00","BZN|SE4","1663.00","1668.00"
"28/07/2017 02:00 - 28/07/2017 03:00","BZN|SE4","1617.00","1631.00"
"28/07/2017 03:00 - 28/07/2017 04:00","BZN|SE4","1550.00","1618.00"
"28/07/2017 04:00 - 28/07/2017 05:00","BZN|SE4","1559.00","1610.00"
"28/07/2017 05:00 - 28/07/2017 06:00","BZN|SE4","1643.00","1633.00"
"28/07/2017 06:00 - 28/07/2017 07:00","BZN|SE4","1856.00","1818.00"
"28/07/2017 07:00 - 28/07/2017 08:00","BZN|SE4","2156.00","2085.00"
"28/07/2017 08:00 - 28/07/2017 09:00","BZN|SE4","2344.00","2261.00"
"28/07/2017 09:00 - 28/07/2017 10:00","BZN|SE4","2427.00","2355.00"
"28/07/2017 10:00 - 28/07/2017 11:00","BZN|SE4","2426.00","2422.00"
"28/07/2017 11:00 - 28/07/2017 12:00","BZN|SE4","2403.00","2418.00"
"28/07/2017 12:00 - 28/07/2017 13:00","BZN|SE4","2342.00","2380.00"
"28/07/2017 13:00 - 28/07/2017 14:00","BZN|SE4","2280.00","2353.00"
"28/07/2017 14:00 - 28/07/2017 15:00","BZN|SE4","2248.00","2296.00"
"28/07/2017 15:00 - 28/07/2017 16:00","BZN|SE4","2204.00","2250.00"
"28/07/2017 16:00 - 28/07/2017 17:00","BZN|SE4","2162.00","2195.00"
"28/07/2017 17:00 - 28/07/2017 18:00","BZN|SE4","2167.00","2198.00"
"28/07/2017 18:00 - 28/07/2017 19:00","BZN|SE4","2169.00","2163.00"
"28/07/2017 19:00 - 28/07/2017 20:00","BZN|SE4","2153.00","2097.00"
"28/07/2017 20:00 - 28/07/2017 21:00","BZN|SE4","2114.00","2020.00"
"28/07/2017 21:00 - 28/07/2017 22:00","BZN|SE4","2028.00","1986.00"
"28/07/2017 22:00 - 28/07/2017 23:00","BZN|SE4","1994.00","1935.00"
"28/07/2017 23:00 - 29/07/2017 00:00","BZN|SE4","1856.00","1828.00"
"29/07/2017 00:00 - 29/07/2017 01:00","BZN|SE4","1693.00","1716.00"
"29/07/2017 01:00 - 29/07/2017 02:00","BZN|SE4","1547.00","1634.00"
"29/07/2017 02:00 - 29/07/2017 03:00","BZN|SE4","1542.00","1591.00"
"29/07/2017 03:00 - 29/07/2017 04:00","BZN|SE4","1491.00","1567.00"
"29/07/2017 04:00 - 29/07/2017 05:00","BZN|SE4","1472.00","1540.00"
"29/07/2017 05:00 - 29/07/2017 06:00","BZN|SE4","1465.00","1507.00"
"29/07/2017 06:00 - 29/07/2017 07:00","BZN|SE4","1526.00","1544.00"
"29/07/2017 07:00 - 29/07/2017 08:00","BZN|SE4","1681.00","1654.00"
"29/07/2017 08:00 - 29/07/2017 09:00","BZN|SE4","1795.00","1815.00"
"29/07/2017 09:00 - 29/07/2017 10:00","BZN|SE4","1876.00","1953.00"
"29/07/2017 10:00 - 29/07/2017 11:00","BZN|SE4","1964.00","2042.00"
"29/07/2017 11:00 - 29/07/2017 12:00","BZN|SE4","2020.00","2056.00"
"29/07/2017 12:00 - 29/07/2017 13:00","BZN|SE4","2019.00","2052.00"
"29/07/2017 13:00 - 29/07/2017 14:00","BZN|SE4","2054.00","2040.00"
"29/07/2017 14:00 - 29/07/2017 15:00","BZN|SE4","2091.00","2016.00"
"29/07/2017 15:00 - 29/07/2017 16:00","BZN|SE4","2037.00","1995.00"
"29/07/2017 16:00 - 29/07/2017 17:00","BZN|SE4","2149.00","1994.00"
"29/07/2017 17:00 - 29/07/2017 18:00","BZN|SE4","2181.00","2013.00"
"29/07/2017 18:00 - 29/07/2017 19:00","BZN|SE4","2125.00","2007.00"
"29/07/2017 19:00 - 29/07/2017 20:00","BZN|SE4","1953.00","1969.00"
"29/07/2017 20:00 - 29/07/2017 21:00","BZN|SE4","1963.00","1917.00"
"29/07/2017 21:00 - 29/07/2017 22:00","BZN|SE4","2065.00","1902.00"
"29/07/2017 22:00 - 29/07/2017 23:00","BZN|SE4","2035.00","1872.00"
"29/07/2017 23:00 - 30/07/2017 00:00","BZN|SE4","1878.00","1782.00"
"30/07/2017 00:00 - 30/07/2017 01:00","BZN|SE4","1734.00","1670.00"
"30/07/2017 01:00 - 30/07/2017 02:00","BZN|SE4","1630.00","1600.00"
"30/07/2017 02:00 - 30/07/2017 03:00","BZN|SE4","1584.00","1558.00"
"30/07/2017 03:00 - 30/07/2017 04:00","BZN|SE4","1603.00","1537.00"
"30/07/2017 04:00 - 30/07/2017 05:00","BZN|SE4","1615.00","1510.00"
"30/07/2017 05:00 - 30/07/2017 06:00","BZN|SE4","1550.00","1469.00"
"30/07/2017 06:00 - 30/07/2017 07:00","BZN|SE4","1517.00","1488.00"
"30/07/2017 07:00 - 30/07/2017 08:00","BZN|SE4","1522.00","1574.00"
"30/07/2017 08:00 - 30/07/2017 09:00","BZN|SE4","1692.00","1701.00"
"30/07/2017 09:00 - 30/07/2017 10:00","BZN|SE4","1870.00","1829.00"
"30/07/2017 10:00 - 30/07/2017 11:00","BZN|SE4","1969.00","1923.00"
"30/07/2017 11:00 - 30/07/2017 12:00","BZN|SE4","2115.00","1983.00"
"30/07/2017 12:00 - 30/07/2017 13:00","BZN|SE4","2216.00","1993.00"
"30/07/2017 13:00 - 30/07/2017 14:00","BZN|SE4","2177.00","1987.00"
"30/07/2017 14:00 - 30/07/2017 15:00","BZN|SE4","2194.00","1959.00"
"30/07/2017 15:00 - 30/07/2017 16:00","BZN|SE4","2204.00","1941.00"
"30/07/2017 16:00 - 30/07/2017 17:00","BZN|SE4","2347.00","1942.00"
"30/07/2017 17:00 - 30/07/2017 18:00","BZN|SE4","2453.00","1994.00"
"30/07/2017 18:00 - 30/07/2017 19:00","BZN|SE4","2337.00","2114.00"
"30/07/2017 19:00 - 30/07/2017 20:00","BZN|SE4","2346.00","2103.00"
"30/07/2017 20:00 - 30/07/2017 21:00","BZN|SE4","2236.00","2070.00"
"30/07/2017 21:00 - 30/07/2017 22:00","BZN|SE4","2133.00","2055.00"
"30/07/2017 22:00 - 30/07/2017 23:00","BZN|SE4","2036.00","1907.00"
"30/07/2017 23:00 - 31/07/2017 00:00","BZN|SE4","1927.00","1791.00"
"31/07/2017 00:00 - 31/07/2017 01:00","BZN|SE4","1863.00","1689.00"
"31/07/2017 01:00 - 31/07/2017 02:00","BZN|SE4","1776.00","1624.00"
"31/07/2017 02:00 - 31/07/2017 03:00","BZN|SE4","1760.00","1586.00"
"31/07/2017 03:00 - 31/07/2017 04:00","BZN|SE4","1685.00","1570.00"
"31/07/2017 04:00 - 31/07/2017 05:00","BZN|SE4","1648.00","1571.00"
"31/07/2017 05:00 - 31/07/2017 06:00","BZN|SE4","1682.00","1607.00"
"31/07/2017 06:00 - 31/07/2017 07:00","BZN|SE4","1892.00","1809.00"
"31/07/2017 07:00 - 31/07/2017 08:00","BZN|SE4","2190.00","2076.00"
"31/07/2017 08:00 - 31/07/2017 09:00","BZN|SE4","2401.00","2367.00"
"31/07/2017 09:00 - 31/07/2017 10:00","BZN|SE4","2468.00","2470.00"
"31/07/2017 10:00 - 31/07/2017 11:00","BZN|SE4","2536.00","2443.00"
"31/07/2017 11:00 - 31/07/2017 12:00","BZN|SE4","2573.00","2435.00"
"31/07/2017 12:00 - 31/07/2017 13:00","BZN|SE4","2521.00","2409.00"
"31/07/2017 13:00 - 31/07/2017 14:00","BZN|SE4","2536.00","2396.00"
"31/07/2017 14:00 - 31/07/2017 15:00","BZN|SE4","2549.00","2363.00"
"31/07/2017 15:00 - 31/07/2017 16:00","BZN|SE4","2497.00","2335.00"
"31/07/2017 16:00 - 31/07/2017 17:00","BZN|SE4","2447.00","2272.00"
"31/07/2017 17:00 - 31/07/2017 18:00","BZN|SE4","2396.00","2255.00"
"31/07/2017 18:00 - 31/07/2017 19:00","BZN|SE4","2357.00","2220.00"
"31/07/2017 19:00 - 31/07/2017 20:00","BZN|SE4","2308.00","2174.00"
"31/07/2017 20:00 - 31/07/2017 21:00","BZN|SE4","2224.00","2125.00"
"31/07/2017 21:00 - 31/07/2017 22:00","BZN|SE4","2161.00","2097.00"
"31/07/2017 22:00 - 31/07/2017 23:00","BZN|SE4","2102.00","2024.00"
"31/07/2017 23:00 - 01/08/2017 00:00","BZN|SE4","1935.00","1874.00"
"01/08/2017 00:00 - 01/08/2017 01:00","BZN|SE4","1758.00","1836.00"
"01/08/2017 01:00 - 01/08/2017 02:00","BZN|SE4","1684.00","1757.00"
"01/08/2017 02:00 - 01/08/2017 03:00","BZN|SE4","1640.00","1716.00"
"01/08/2017 03:00 - 01/08/2017 04:00","BZN|SE4","1653.00","1703.00"
"01/08/2017 04:00 - 01/08/2017 05:00","BZN|SE4","1687.00","1694.00"
"01/08/2017 05:00 - 01/08/2017 06:00","BZN|SE4","1664.00","1720.00"
"01/08/2017 06:00 - 01/08/2017 07:00","BZN|SE4","1847.00","1904.00"
"01/08/2017 07:00 - 01/08/2017 08:00","BZN|SE4","2123.00","2177.00"
"01/08/2017 08:00 - 01/08/2017 09:00","BZN|SE4","2298.00","2354.00"
"01/08/2017 09:00 - 01/08/2017 10:00","BZN|SE4","2405.00","2449.00"
"01/08/2017 10:00 - 01/08/2017 11:00","BZN|SE4","2490.00","2515.00"
"01/08/2017 11:00 - 01/08/2017 12:00","BZN|SE4","2513.00","2527.00"
"01/08/2017 12:00 - 01/08/2017 13:00","BZN|SE4","2488.00","2507.00"
"01/08/2017 13:00 - 01/08/2017 14:00","BZN|SE4","2501.00","2498.00"
"01/08/2017 14:00 - 01/08/2017 15:00","BZN|SE4","2475.00","2475.00"
"01/08/2017 15:00 - 01/08/2017 16:00","BZN|SE4","2407.00","2440.00"
"01/08/2017 16:00 - 01/08/2017 17:00","BZN|SE4","2325.00","2378.00"
"01/08/2017 17:00 - 01/08/2017 18:00","BZN|SE4","2360.00","2358.00"
"01/08/2017 18:00 - 01/08/2017 19:00","BZN|SE4","2303.00","2318.00"
"01/08/2017 19:00 - 01/08/2017 20:00","BZN|SE4","2242.00","2265.00"
"01/08/2017 20:00 - 01/08/2017 21:00","BZN|SE4","2185.00","2206.00"
"01/08/2017 21:00 - 01/08/2017 22:00","BZN|SE4","2153.00","2174.00"
"01/08/2017 22:00 - 01/08/2017 23:00","BZN|SE4","1995.00","2101.00"
"01/08/2017 23:00 - 02/08/2017 00:00","BZN|SE4","1845.00","1952.00"
"02/08/2017 00:00 - 02/08/2017 01:00","BZN|SE4","1730.00","1712.00"
"02/08/2017 01:00 - 02/08/2017 02:00","BZN|SE4","1664.00","1630.00"
"02/08/2017 02:00 - 02/08/2017 03:00","BZN|SE4","1590.00","1590.00"
"02/08/2017 03:00 - 02/08/2017 04:00","BZN|SE4","1529.00","1577.00"
"02/08/2017 04:00 - 02/08/2017 05:00","BZN|SE4","1465.00","1567.00"
"02/08/2017 05:00 - 02/08/2017 06:00","BZN|SE4","1500.00","1591.00"
"02/08/2017 06:00 - 02/08/2017 07:00","BZN|SE4","1712.00","1772.00"
"02/08/2017 07:00 - 02/08/2017 08:00","BZN|SE4","2044.00","2045.00"
"02/08/2017 08:00 - 02/08/2017 09:00","BZN|SE4","2273.00","2223.00"
"02/08/2017 09:00 - 02/08/2017 10:00","BZN|SE4","2399.00","2318.00"
"02/08/2017 10:00 - 02/08/2017 11:00","BZN|SE4","2457.00","2384.00"
"02/08/2017 11:00 - 02/08/2017 12:00","BZN|SE4","2519.00","2405.00"
"02/08/2017 12:00 - 02/08/2017 13:00","BZN|SE4","2525.00","2388.00"
"02/08/2017 13:00 - 02/08/2017 14:00","BZN|SE4","2538.00","2382.00"
"02/08/2017 14:00 - 02/08/2017 15:00","BZN|SE4","2529.00","2346.00"
"02/08/2017 15:00 - 02/08/2017 16:00","BZN|SE4","2452.00","2316.00"
"02/08/2017 16:00 - 02/08/2017 17:00","BZN|SE4","2378.00","2258.00"
"02/08/2017 17:00 - 02/08/2017 18:00","BZN|SE4","2420.00","2235.00"
"02/08/2017 18:00 - 02/08/2017 19:00","BZN|SE4","2388.00","2204.00"
"02/08/2017 19:00 - 02/08/2017 20:00","BZN|SE4","2300.00","2161.00"
"02/08/2017 20:00 - 02/08/2017 21:00","BZN|SE4","2196.00","2109.00"
"02/08/2017 21:00 - 02/08/2017 22:00","BZN|SE4","2171.00","2079.00"
"02/08/2017 22:00 - 02/08/2017 23:00","BZN|SE4","2026.00","2005.00"
"02/08/2017 23:00 - 03/08/2017 00:00","BZN|SE4","1854.00","1857.00"
"03/08/2017 00:00 - 03/08/2017 01:00","BZN|SE4","1715.00","1786.00"
"03/08/2017 01:00 - 03/08/2017 02:00","BZN|SE4","1633.00","1707.00"
"03/08/2017 02:00 - 03/08/2017 03:00","BZN|SE4","1594.00","1668.00"
"03/08/2017 03:00 - 03/08/2017 04:00","BZN|SE4","1600.00","1656.00"
"03/08/2017 04:00 - 03/08/2017 05:00","BZN|SE4","1627.00","1653.00"
"03/08/2017 05:00 - 03/08/2017 06:00","BZN|SE4","1657.00","1681.00"
"03/08/2017 06:00 - 03/08/2017 07:00","BZN|SE4","1925.00","1862.00"
"03/08/2017 07:00 - 03/08/2017 08:00","BZN|SE4","2194.00","2133.00"
"03/08/2017 08:00 - 03/08/2017 09:00","BZN|SE4","2348.00","2318.00"
"03/08/2017 09:00 - 03/08/2017 10:00","BZN|SE4","2457.00","2416.00"
"03/08/2017 10:00 - 03/08/2017 11:00","BZN|SE4","2573.00","2490.00"
"03/08/2017 11:00 - 03/08/2017 12:00","BZN|SE4","2626.00","2530.00"
