utc_time,Denmark,Sweden,Finland,Norway
2015-03-03T19:00:00Z,1735.898460581907,3239.5100793354877,2015.5473388884034,1878.9158460145827
2015-03-03T20:00:00Z,1477.4236693447435,2757.147942101817,1715.432908535627,1599.145806419054
2015-03-03T21:00:00Z,1168.0231054987776,2179.748821190622,1356.1886916237338,1264.2543162905608
2015-03-03T22:00:00Z,879.3443277212714,1641.020415390325,1021.0044884256025,951.7918409263885
2015-03-03T23:00:00Z,626.2830613325183,1168.760924543748,727.1756881658225,677.8813362353739
2015-03-04T00:00:00Z,430.91656033031785,804.1706195618669,500.33613496354343,466.41895934588285
2015-03-04T01:00:00Z,295.34777914645474,551.1740053813745,342.9275639231138,319.6809231211972
2015-03-04T02:00:00Z,224.42168992958435,418.8127030798114,260.5754600270695,242.91136778629064
2015-03-04T03:00:00Z,217.14827060953544,405.23914694529344,252.1303111384474,235.0387052282702
2015-03-04T04:00:00Z,291.829069601956,544.6074375235768,338.8419991163115,315.8723137636745
2015-03-04T05:00:00Z,561.8253067066015,1048.4707402135,652.3339513032657,608.1130293238301
2015-03-04T06:00:00Z,1087.168011193154,2028.8581447389104,1262.3080448786238,1176.7377239485681
2015-03-04T07:00:00Z,1707.672121643032,3186.834469804401,1982.7738077017113,1848.363992486553
2015-03-04T08:00:00Z,2059.080907205379,3842.628762296979,2390.7936652484277,2228.724682132248
2015-03-04T09:00:00Z,2059.8455328801956,3844.0556963237873,2391.6814701973453,2229.5523038677966
2015-03-04T10:00:00Z,1866.178151792176,3482.6362657985514,2166.814760856182,2019.92903416316
2015-03-04T11:00:00Z,1756.9790410146697,3278.850371605397,2040.023947836622,1901.73321553113
2015-03-04T12:00:00Z,1735.3549251320292,3238.4957408771397,2014.9162412438873,1878.3275297087412
2015-03-04T13:00:00Z,1763.1984576039122,3290.4569621900114,2047.2452968040516,1908.4650380702064
2015-03-04T14:00:00Z,1819.048708,3394.683939285714,2112.092882142857,1968.9166847857146
2015-03-04T15:00:00Z,1924.3825048704157,3591.256437277332,2234.3956889015017,2082.9287336208527
2015-03-04T16:00:00Z,2087.525220777506,3895.7111531217256,2423.8202862338453,2259.512468810601
2015-03-04T17:00:00Z,2196.1964281833743,4098.511881228171,2549.998151975637,2377.1368911123386
2015-03-04T18:00:00Z,2117.6615951613694,3951.9512448022188,2458.8115547742755,2292.1317219852867
2015-03-04T19:00:00Z,1781.2106935085574,3324.071151665648,2068.159258633863,1927.961267966076
2015-03-04T20:00:00Z,1343.926171227384,2508.016728187217,1560.4292990569334,1454.6497023485856
2015-03-04T21:00:00Z,962.7109711833741,1796.5981106924555,1117.8012885827802,1042.0269042016243
2015-03-04T22:00:00Z,714.3577836894866,1333.1247725964897,829.4390268926825,773.2123681059642
2015-03-04T23:00:00Z,526.4744533356968,982.4994588231314,611.2881643191145,569.8496861174162
